Index,Tipo,Género literário,Título,Século de publicação,Passo do texto,Nome do Sujeito,Posição,Número,Sexo do Sujeito,Natureza,Dimensão,Anatomia,Órgãos,Qualificativo do Sujeito,Ação,Causas das ações,Causa específica,Quando,Onde,Latitude,Longitude,Cronologia,Como,Intenção,Nome do Com-Quem,Sexo do Com-Quem,Qualificativo do Com-Quem,Nome do Sobre-Quem,Sexo do Sobre-Quem,Qualificativo do Sobre-Quem,Objeto,Valor,Tipo de sobrenatural,PP.,Observações
322,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,<E logo te torna>,"D. Afonso Henriques, rei de Portugal",Passivo,Singular,Masculino,Humana,Corpo,Membros,Pernas,Não aplicável,Regressar,Políticas,Sucessão,Logo,Astorga,42.4571° N,6.0579° W,XII,Não aplicável,Profano,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,140,
323,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,E nom na perderas,"D. Afonso Henriques, rei de Portugal",Passivo,Singular,Masculino,Humana,Corpo,Corpo,Corpo (integral),Não aplicável,Conservar,Políticas,Conquista,Não aplicável,Astorga,42.4571° N,6.0579° W,XII,Não aplicável,Profano,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,140,
324,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,ca daquy comquistaras ho al adiante,"D. Afonso Henriques, rei de Portugal",Passivo,Singular,Masculino,Humana,Corpo,Corpo,Corpo (integral),Não aplicável,Conquistar,Políticas,Conquista,Não aplicável,Astorga,42.4571° N,6.0579° W,XII,Não aplicável,Profano,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,140,
325,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,E manda a meus Vassalos que me leuem <a> soterar a Santa Maria de Bragaa que eu poborey,"D. Afonso Henriques, rei de Portugal",Passivo,Singular,Masculino,Humana,Corpo,Cabeça,Boca,Não aplicável,Mandar,Religiosas,Exéquias,Não aplicável,Astorga,42.4571° N,6.0579° W,XII,Não aplicável,Profano,Vassalos de Henrique,Masculino,Não aplicável,Henrique,Masculino,Morto,Não aplicável,Literal,Não aplicável,140,
326,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,… que me leuem…,"Vassalos de D. Henrique, conde da Borgonha",Passivo,Plural,Masculino,Humana,Corpo,Corpo,Corpo (integral),Não aplicável,Levar,Religiosas,Exéquias,Não aplicável,Astorga,42.4571° N,6.0579° W,XII,Não aplicável,Sagrado,Henrique,Masculino,Morto,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,140,
327,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,… a soterar,"Vassalos de D. Henrique, conde da Borgonha",Passivo,Plural,Masculino,Humana,Corpo,Corpo,Corpo (integral),Não aplicável,Soterrar,Religiosas,Exéquias,Não aplicável,Astorga,42.4571° N,6.0579° W,XII,Não aplicável,Sagrado,Henrique,Masculino,Morto,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,140,
328,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,morreo o conde dom Enrrique,"D. Henrique, conde da Borgonha",Passivo,Singular,Masculino,Humana,Corpo,Corpo,Corpo (integral),Conde,Morrer,Biológicas,Morte,Não aplicável,Astorga,42.4571° N,6.0579° W,XII,Não aplicável,Profano,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,140,
329,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,e gissarom todos ssas fazendas como ho leuassem,Vassalos,Ativo,Plural,Ambos,Humana,Corpo,Cabeça,Cérebro,Não aplicável,Gizar,Religiosas,Exéquias,Depois da morte do conde,Astorga,42.4571° N,6.0579° W,XII,Não aplicável,Sagrado,Não aplicável,Não aplicável,Não aplicável,Henrique,Masculino,Morto,Não aplicável,Literal,Não aplicável,140,
330,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,… como ho leuassem,Vassalos,Ativo,Plural,Ambos,Humana,Corpo,Corpo,Corpo (integral),Não aplicável,Levar,Religiosas,Exéquias,Depois da morte do conde,Astorga,42.4571° N,6.0579° W,XII,Não aplicável,Sagrado,Henrique,Masculino,Morto,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,140,
331,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,E dissy perguntou Affomso Enrriquez os vassalos,"D. Afonso Henriques, rei de Portugal",Ativo,Singular,Masculino,Humana,Corpo,Cabeça,Boca,Não aplicável,Perguntar,Políticas,Incerteza,Depois da morte do conde,Astorga,42.4571° N,6.0579° W,XII,Não aplicável,Profano,Vassalos,Masculino,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,140,
332,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,… sse hiria com seu pay…,"D. Afonso Henriques, rei de Portugal",Ativo,Singular,Masculino,Humana,Corpo,Membros,Pernas,Não aplicável,Ir,Políticas,Exéquias,Não aplicável,Astorga,42.4571° N,6.0579° W,XII,Não aplicável,Profano,Não aplicável,Não aplicável,Não aplicável,Henrique,Masculino,Morto,Não aplicável,Literal,Não aplicável,140,
333,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,… ou sse fiquaria,"D. Afonso Henriques, rei de Portugal",Ativo,Singular,Masculino,Humana,Corpo,Corpo,Corpo (integral),Não aplicável,Ficar,Políticas,Exéquias,Não aplicável,Astorga,42.4571° N,6.0579° W,XII,Não aplicável,Profano,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,140,
334,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,E elles disserom que fosse com seu padre,Vassalos,Ativo,Plural,Masculino,Humana,Corpo,Cabeça,Boca,Não aplicável,Dizer,Políticas,Exéquias,Não aplicável,Astorga,42.4571° N,6.0579° W,XII,Não aplicável,Profano,Afonso Henriques,Masculino,Não aplicável,Henrique,Masculino,Morto,Não aplicável,Literal,Não aplicável,140,
335,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,E o honrrasse,"D. Afonso Henriques, rei de Portugal",Passivo,Singular,Masculino,Humana,Corpo,Cabeça,Cérebro,Não aplicável,Honrar,Políticas,Exéquias,Não aplicável,Astorga,42.4571° N,6.0579° W,XII,Não aplicável,Profano,Henrique,Masculino,Pai de Afonso Henriques,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,140,
336,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,E nom se temesse nada da terra,"D. Afonso Henriques, rei de Portugal",Passivo,Singular,Masculino,Humana,Corpo,Cabeça,Cérebro,Não aplicável,Destemer,Políticas,Exéquias,Não aplicável,Astorga,42.4571° N,6.0579° W,XII,Não aplicável,Profano,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,140,
337,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,E Affomso Enriquez foi soterar o padre a Braga,"D. Afonso Henriques, rei de Portugal",Ativo,Singular,Masculino,Humana,Corpo,Corpo,Corpo (integral),Não aplicável,Sepultar,Políticas,Exéquias,Não aplicável,Braga,41.5454° N,8.4265° W,XII,Não aplicável,Sagrado,Henrique,Masculino,Morto,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,140,
338,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,E termente com ell <foy> soterrar o padre filharom lhr aqua toda a terra de Leon que ell tijnha por sua mais non lhe filharom Galiza qua nom poderom,Inimigos,Ativo,Plural,Masculino,Humana,Corpo,Corpo,Corpo (integral),Não aplicável,Apropriar,Políticas,Conquista,Enquanto Afonso fora sepultar o pai,Leão,42.5987° N,5.5671° W,XII,Não aplicável,Profano,Afonso Henriques,Masculino,Ausente,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,140,
339,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,despois desto o mandou desafiar ho emperador,Imperador,Ativo,Singular,Masculino,Humana,Corpo,Corpo,Corpo (integral),Não aplicável,Desafiar,Políticas,Conquista,Depois,Toledo,39.8628° N,4.0273° W,XII,Não aplicável,Profano,Afonso Henriques,Masculino,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,140,
340,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,E tornoulheseu amor,"D. Afonso Henriques, rei de Portugal",Ativo,Singular,Masculino,Humana,Corpo,Corpo,Corpo (integral),Não aplicável,Pacificar,Políticas,Paz,Depois,Portugal,39.6945° N,8.1325° W,XII,Não aplicável,Profano,Imperador,Masculino,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,140,Afonso Henriques e o Imperador acordam pôr fim às hostilidades
341,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,estonçes foisse ele pera Portugal,"D. Afonso Henriques, rei de Portugal",Ativo,Singular,Masculino,Humana,Corpo,Membros,Pernas,Não aplicável,Ir,Políticas,Fuga,Não aplicável,Portugal,39.6945° N,8.1325° W,XII,Não aplicável,Profano,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,140,
342,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,E nom achou hu sse colher,"D. Afonso Henriques, rei de Portugal",Ativo,Singular,Masculino,Humana,Corpo,Corpo,Corpo (integral),Não aplicável,Recolher,Políticas,Revolta,Não aplicável,Portugal,39.6945° N,8.1325° W,XII,Negativo,Profano,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,140,
343,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,… hu sse colher,"D. Afonso Henriques, rei de Portugal",Ativo,Singular,Masculino,Humana,Corpo,Corpo,Corpo (integral),Não aplicável,Recolher,Políticas,Fuga,Não aplicável,Portugal,39.6945° N,8.1325° W,XII,Não aplicável,Profano,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,140,
344,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,ca toda a terra selhe leuantou co a madre,D. Teresa de Leão,Ativo,Plural,Ambos,Humana,Corpo,Corpo,Corpo (integral),Não aplicável,Revoltar,Políticas,Revolta,Não aplicável,Portugal,39.6945° N,8.1325° W,XII,Em revolta,Profano,Afonso Henriques,Masculino,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,140,
345,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,E a madre cassousse co o conde dom Ffernando de Trastamara,D. Teresa de Leão,Ativo,Singular,Feminino,Humana,Corpo,Corpo,Corpo (integral),Mãe de Afonso Henriques ,Casar,Políticas,Matrimónio,Não aplicável,Santiago de Compostela,42.8805° N,8.5463° W,XII,Não aplicável,Sagrado,Fernando de Trastamara,Masculino,Conde; melhor homem de Espanha que rei não fosse,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,140,
346,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,Affomso Enrriquez tomou dous castellos a ssa madre,"D. Afonso Henriques, rei de Portugal",Ativo,Singular,Masculino,Humana,Corpo,Corpo,Corpo (integral),Não aplicável,Tomar,Políticas,Conquista,Não aplicável,Santa Maria da Feira,40.9263° N,8.5420° W,XII,Não aplicável,Profano,Teresa,Feminino,Mãe,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,140,
347,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,guereou elle muy Rijamente seu padrasto,"D. Afonso Henriques, rei de Portugal",Ativo,Singular,Masculino,Humana,Corpo,Corpo,Corpo (integral),Não aplicável,Guerrear,Políticas,Conquista,Não aplicável,Portugal,39.6945° N,8.1325° W,XII,Rijamnete,Profano,Fernando de Trastamara,Masculino,Padrasto,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,140,
348,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,E dise ho conde dom Ffernando a Affomso Anrriquez,"D. Fernando Peres de Trava, conde de Trastamara",Ativo,Singular,Masculino,Humana,Corpo,Cabeça,Boca,Conde,Dizer,Políticas,Desafio,Não aplicável,Portugal,39.6945° N,8.1325° W,XII,Não aplicável,Profano,Afonso Henriques,Masculino,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,140,
349,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,Nom andemos neeste preito vamos huum dia a fazenda,"D. Fernando Peres de Trava, conde de Trastamara",Ativo,Singular,Masculino,Humana,Corpo,Corpo,Corpo (integral),Conde,Viajar,Políticas,Revolta,Não aplicável,Portugal,39.6945° N,8.1325° W,XII,Negativo,Profano,Não aplicável,Não aplicável,Não aplicável,Afonso Henriques,Masculino,Não aplicável,Não aplicável,Literal,Não aplicável,140,
350,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,Ca ou sairemos nos de Portugal ou uos,"D. Fernando Peres de Trava, conde de Trastamara; D. Teresa de Leão",Ativo,Plural,Ambos,Humana,Corpo,Membros,Pernas,Não aplicável,Sair,Políticas,Desafio,Depois da contenda,Portugal,39.6945° N,8.1325° W,XII,Não aplicável,Profano,Não aplicável,Não aplicável,Não aplicável,Afonso Henriques,Masculino,Não aplicável,Não aplicável,Literal,Não aplicável,140,
351,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,E Respondeu Affomso Anrriquez…,"D. Afonso Henriques, rei de Portugal",Ativo,Singular,Masculino,Humana,Corpo,Cabeça,Boca,Não aplicável,Responder,Políticas,Desafio,Não aplicável,Portugal,39.6945° N,8.1325° W,XII,Não aplicável,Profano,Fernando de Trastamara,Masculino,Conde,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,140,
352,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,… e disse,"D. Afonso Henriques, rei de Portugal",Ativo,Singular,Masculino,Humana,Corpo,Cabeça,Boca,Não aplicável,Dizer,Políticas,Desafio,Não aplicável,Portugal,39.6945° N,8.1325° W,XII,Não aplicável,Profano,Fernando de Trastamara,Masculino,Conde,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,140,
353,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,Conde pesse a Deus porque uos me queredes sacar da terra de meu padre,Deus,Passivo,Singular,Masculino,Sobrenatural,Transcendental,Cabeça,Cérebro,Não aplicável,Pesar,Políticas,Vontade divina,Não aplicável,Portugal,39.6945° N,8.1325° W,XII,Não aplicável,Sagrado,Não aplicável,Não aplicável,Não aplicável,Fernando de Trastamara,Masculino,Conde,Não aplicável,Literal,Não aplicável,140,
354,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,uos me queredes sacar da terra de meu padre,"D. Fernando Peres de Trava, conde de Trastamara",Passivo,Singular,Masculino,Humana,Corpo,Corpo,Corpo (integral),Conde,Sacar (furtar),Políticas,Interesse,Não aplicável,Portugal,39.6945° N,8.1325° W,XII,Não aplicável,Profano,Afonso Henriques,Masculino,Não aplicável,Henrique,Masculino,Pai de Afonso Henriques,Não aplicável,Literal,Não aplicável,140,
355,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,E a madre disse emtom,D. Teresa de Leão,Ativo,Singular,Feminino,Humana,Corpo,Cabeça,Boca,Mãe de Afonso Henriques ,Dizer,Políticas,Revolta,Então,Portugal,39.6945° N,8.1325° W,XII,Não aplicável,Profano,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,140,
356,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,mjnha he a terra E mjnha seera ca meu padre ElRey dom Affomso ma leixou,D. Teresa de Leão,Ativo,Singular,Feminino,Humana,Corpo,Corpo,Corpo (integral),Não aplicável,Ter,Políticas,Sucessão,Presente e futuro,Portugal,39.6945° N,8.1325° W,XII,Herdando,Profano,Não aplicável,Não aplicável,Não aplicável,Dom Afonso,Masculino,Rei; pai de Teresa,Não aplicável,Literal,Não aplicável,140,
357,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,meu padre ElRey dom Affomso ma leixou,"D. Afonso VI, imperador de Leão e Castela",Ativo,Singular,Masculino,Humana,Corpo,Corpo,Corpo (integral),Rei,Deixar,Políticas,Sucessão,Não aplicável,Portugal,39.6945° N,8.1325° W,XII,Herdando,Profano,Teresa,Feminino,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,140,
358,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,E o conde disse entom a ella,"D. Fernando Peres de Trava, conde de Trastamara",Ativo,Singular,Masculino,Humana,Corpo,Cabeça,Boca,Conde,Dizer,Políticas,Revolta,Então,Portugal,39.6945° N,8.1325° W,XII,Não aplicável,Profano,Teresa,Feminino,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,140,
359,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,ou hiredes vos migo a Galiza,D. Teresa de Leão,Passivo,Singular,Feminino,Humana,Corpo,Membros,Pernas,Não aplicável,Ir,Políticas,Revolta,Não aplicável,Galiza,42.7955° N,7.8839° W,XII,Com Fernando,Profano,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,141,
360,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,ou leixaredes a terra a uosso filho,D. Teresa de Leão,Passivo,Singular,Feminino,Humana,Corpo,Corpo,Corpo (integral),Não aplicável,Legar,Políticas,Revolta,Não aplicável,Portugal,39.6945° N,8.1325° W,XII,Não aplicável,Profano,Afonso Henriques,Masculino,Filho de Teresa,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,141,
361,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,se mais poder ca nos,"D. Afonso Henriques, rei de Portugal",Ativo,Singular,Masculino,Humana,Corpo,Corpo,Corpo (integral),Filho de Teresa,Poder,Políticas,Revolta,Não aplicável,Portugal,39.6945° N,8.1325° W,XII,Mais,Profano,Não aplicável,Não aplicável,Não aplicável,Fernando de Trastamara; Teresa,Ambos,Não aplicável,Não aplicável,Literal,Não aplicável,141,
362,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,E veerom aa fazenda em Guimaraaes,"D. Fernando Peres de Trava, conde de Trastamara; D. Teresa de Leão",Passivo,Plural,Ambos,Humana,Corpo,Membros,Pernas,Não aplicável,Vir,Políticas,Revolta,Não aplicável,Guimarães,41.4446° N,8.2962° W,XII,Não aplicável,Profano,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,141,
363,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,E disse a Rajnha,D. Teresa de Leão,Ativo,Singular,Feminino,Humana,Corpo,Cabeça,Boca,Rainha,Dizer,Políticas,Revolta,Não aplicável,Guimarães,41.4446° N,8.2962° W,XII,Não aplicável,Profano,Fernando de Trastamara,Masculino,Conde,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,141,
364,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,conde uosco quero entrar nas azaas,D. Teresa de Leão,Ativo,Singular,Feminino,Humana,Corpo,Cabeça,Cérebro,Rainha,Querer,Políticas,Revolta,Não aplicável,Guimarães,41.4446° N,8.2962° W,XII,Não aplicável,Profano,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,141,
365,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,… entrar nas azaas,D. Teresa de Leão,Ativo,Singular,Feminino,Humana,Corpo,Corpo,Corpo (integral),Rainha,Alar,Políticas,Revolta,Não aplicável,Guimarães,41.4446° N,8.2962° W,XII,Guerreando,Profano,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,141,"""Entrar nas asas"", ou seja, entrar na batalha"
366,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,E aueredes que fazer pollo meu amor,"D. Fernando Peres de Trava, conde de Trastamara",Ativo,Singular,Masculino,Humana,Corpo,Corpo,Corpo (integral),Conde,Provar,Sociais,Amor,Não aplicável,Guimarães,41.4446° N,8.2962° W,XII,Não aplicável,Profano,Teresa,Feminino,Não aplicável,Teresa,Feminino,Não aplicável,Não aplicável,Literal,Não aplicável,141,
367,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,prendede Afomso Anrriquez meu filho ca mjlhor poder teendes ca elle,"D. Fernando Peres de Trava, conde de Trastamara",Passivo,Singular,Masculino,Humana,Corpo,Corpo,Corpo (integral),Com mais poder do que Afonso Henriques,Aprisionar,Políticas,Revolta,Não aplicável,Guimarães,41.4446° N,8.2962° W,XII,Pela força,Profano,Afonso Henriques,Masculino,Filho de Teresa,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,141,
368,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,A fazenda foi fecta e foi aRinguado Afomso Anrriquez E foi muy maltreiro,"D. Afonso Henriques, rei de Portugal",Passivo,Singular,Masculino,Humana,Corpo,Corpo,Corpo (integral),Não aplicável,Maltratar,Políticas,Derrota,Não aplicável,Guimarães,41.4446° N,8.2962° W,XII,Guerreando,Profano,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,141,
369,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,achousse com Soeiro Meendez maaos da gea que o vijnha aJudar,"D. Afonso Henriques, rei de Portugal",Ativo,Singular,Masculino,Humana,Corpo,Corpo,Corpo (integral),Maltratado,Encontrar,Políticas,Fuga,Não aplicável,Guimarães,41.4446° N,8.2962° W,XII,Não aplicável,Profano,Soeiro Mendes,Masculino,Mãos de «gea»,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,141,Mãos de gea: talvez mãos de águia? Alcunha conhecida de Soeiro Mendes
370,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,que o vijnha aJudar. E na fazenda,D. Soeiro Mendes,Ativo,Singular,Masculino,Humana,Corpo,Corpo,Corpo (integral),Não aplicável,Auxilio militar,Políticas,Lealdade,Não aplicável,Guimarães,41.4446° N,8.2962° W,XII,Militarmente,Profano,Afonso Henriques,Masculino,Maltratado,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,141,
371,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,Edisselhe,D. Soeiro Mendes,Ativo,Singular,Masculino,Humana,Corpo,Cabeça,Boca,Não aplicável,Dizer,Políticas,Comunicação,Não aplicável,Guimarães,41.4446° N,8.2962° W,XII,Não aplicável,Profano,Afonso Henriques,Masculino,Maltratado,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,141,
372,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,como vijndes. Senhor,"D. Afonso Henriques, rei de Portugal",Passivo,Singular,Masculino,Humana,Corpo,Membros,Pernas,Maltratado,Vir,Políticas,Fuga,Não aplicável,Guimarães,41.4446° N,8.2962° W,XII,Não aplicável,Profano,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,141,
373,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,asi Respondeo. Affomso Enrriquez,"D. Afonso Henriques, rei de Portugal",Ativo,Singular,Masculino,Humana,Corpo,Cabeça,Boca,Maltratado,Responder,Políticas,Comunicação,Não aplicável,Guimarães,41.4446° N,8.2962° W,XII,Não aplicável,Profano,Soeiro Mendes,Masculino,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,141,
374,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,venho muy mall ca me aRinquou meu padrasto E mjnha madre que esta na fazenda com elle,"D. Afonso Henriques, rei de Portugal",Ativo,Singular,Masculino,Humana,Corpo,Membros,Pernas,Maltratado,Vir,Políticas,Derrota,Não aplicável,Guimarães,41.4446° N,8.2962° W,XII,Muito mal,Profano,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,141,
375,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,ca me aRinquou meu padrasto E mjnha madre que esta na fazenda com elle,"D. Fernando Peres de Trava, conde de Trastamara; D. Teresa de Leão",Passivo,Plural,Ambos,Humana,Corpo,Corpo,Corpo (integral),Padrasto; mãe de Afonso,Arrinquar,Políticas,Revolta,Não aplicável,Guimarães,41.4446° N,8.2962° W,XII,Não aplicável,Profano,Afonso Henriques,Masculino,Maltratado,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,141,
376,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,E Ssoeiro Meendez lhe disse,D. Soeiro Mendes,Ativo,Singular,Masculino,Humana,Corpo,Cabeça,Boca,Não aplicável,Dizer,Políticas,Agnição,Não aplicável,Guimarães,41.4446° N,8.2962° W,XII,Não aplicável,Profano,Afonso Henriques,Masculino,Maltratado,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,141,
377,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,nom fezestes sisso que aa batalha fostes sem mjm,"D. Afonso Henriques, rei de Portugal",Passivo,Singular,Masculino,Humana,Corpo,Cabeça,Cérebro,Não aplicável,Ter siso,Políticas,Imprudência,Antes da batalha,Guimarães,41.4446° N,8.2962° W,XII,Negativo,Profano,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,141,
378,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,aa batalha fostes sem sjm,"D. Afonso Henriques, rei de Portugal",Passivo,Singular,Masculino,Humana,Corpo,Corpo,Corpo (integral),Sem siso,Combater,Políticas,Imprudência,Não aplicável,Guimarães,41.4446° N,8.2962° W,XII,Sem Soeiro Mendes,Profano,Não aplicável,Não aplicável,Não aplicável,Soeiro Mendes,Masculino,Não aplicável,Não aplicável,Literal,Não aplicável,141,
379,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,mais tornadeuos comjgo,"D. Afonso Henriques, rei de Portugal",Passivo,Singular,Masculino,Humana,Corpo,Corpo,Corpo (integral),Não aplicável,Regressar,Políticas,Confronto,Não aplicável,Guimarães,41.4446° N,8.2962° W,XII,Com Soeiro Mendes,Profano,Não aplicável,Não aplicável,Não aplicável,Soeiro Mendes,Masculino,Não aplicável,Não aplicável,Simbólico,Não aplicável,141,
380,Textual,Crónicas e historiografia,IV.ª Crónica Breve,XV,E prenderemos uosso padrasto E uossa madre co elle,"D. Afonso Henriques, rei de Portugal; Soeiro Mendes",Passivo,Plural,Masculino,Humana,Corpo,Corpo,Corpo (integral),Não aplicável,Planear prender,Políticas,Revolta,Não aplicável,Guimarães,41.4446° N,8.2962° W,XII,Não aplicável,Profano,Fernando de Trastamara; Teresa,Ambos,Padrasto; mãe,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Literal,Não aplicável,141,
